54508,17366,64847
7680,22043,98382
16592,94941,52979
75467,24945,34806
34482,95242,17344
62552,9153,59784
1670,33854,57869
8257,51339,96218
96395,8341,27680
73670,66130,97308
21463,85618,82387
53375,87104,18560
70905,14183,24854
81393,25874,29423
71402,81518,7509
65930,28970,90871
30744,17780,70955
36553,91353,91447
40413,59136,14110
81594,20480,69231
67418,60228,25841
86960,68265,18606
96463,33824,43788
14124,82253,27805
18080,5286,38631
35613,61978,41815
96798,10789,84353
56811,95748,27411
73636,58395,3467
62247,31333,39586
53402,19223,33884
86891,31052,90195
51670,31724,20923
59190,78866,88067
11241,7665,26196
71299,6016,86085
11876,85007,53461
51205,23844,34609
27145,31858,77399
25919,4343,1942
29393,13658,63974
75940,44983,17352
64978,38746,21441
40820,82256,11601
20691,45132,40342
94234,27035,95043
40003,9316,46990
44604,67162,79249
86503,50995,80264
52456,48117,16586
16682,52176,72289
267,42558,76576
35692,18967,82007
79703,65133,24314
38132,9325,49798
41696,98719,97734
8322,92699,11466
67310,64072,51540
10169,32801,42291
56034,78058,88736
10498,43958,32309
62768,60941,86163
57922,84278,40372
50716,49100,80764
60324,12061,82653
15522,446,5796
16823,36320,51096
32255,68653,47229
44907,38908,87831
79964,88056,95186
60800,25209,75250
75339,26876,95416
12758,72164,9841
86139,94259,37791
19804,69716,26802
65130,45030,80620
26496,60512,27186
24036,73795,7610
33375,98059,76971
94191,48389,90093
93665,57994,85078
91668,95251,30325
20683,34458,7272
71290,45378,11698
83096,68990,8720
